trail_id,name,area_name,city_name,state_name,country_name,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,features,activities,units
10342905,Zumwalt Meadow Trail to Kanawyers Trail Loop,Kings Canyon National Park,Hume,California,United States,"{'lat': 36.79374, 'lng': -118.59844}",3.5344,11104.446,140.8176,1,loop,2,3.5,4,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']",['hiking'],i
10236002,Leleiwi Overlook Trail,Haleakala National Park,Kula,Maui,Hawaii,"{'lat': 20.74424, 'lng': -156.23037}",10.5442,482.802,30.7848,1,out and back,3,4.5,43,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",m
10236006,Pa ka'oao Trail (White Hill Trail),Haleakala National Park,Kula,Maui,Hawaii,"{'lat': 20.71442, 'lng': -156.25102}",9.5362,804.67,32.9184,1,out and back,2,4.5,39,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",m
10258707,Red Hill Overlook Summit Trail,Haleakala National Park,Kula,Maui,Hawaii,"{'lat': 20.71007, 'lng': -156.25357}",8.5066,321.868,3.9624,1,out and back,,4.5,31,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",m
10001445,Double Arch Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.68831, 'lng': -109.53835}",36.8536,804.67,9.7536,1,out and back,4,4.5,546,"['dogs-no', 'kids', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",i
10032796,Mesa Arch Trail,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.38925, 'lng': -109.86797}",36.2363,965.604,18.8976,1,loop,3,4.5,725,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10041100,Grand View Point Trail,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.31073, 'lng': -109.85654}",29.8149,2896.812,52.7304,1,out and back,3,4.5,465,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10241402,Landscape Arch Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.78304, 'lng': -109.5952}",29.3311,3057.746,78.9432,1,out and back,3,4.5,398,"['dogs-no', 'kids', 'partially-paved', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
10112189,Windows Loop and Turret Arch Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.68714, 'lng': -109.53666}",28.5314,1931.208,51.816,1,loop,2,4.5,381,"['dogs-no', 'kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10008493,Balanced Rock Loop Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.70169, 'lng': -109.56593}",23.2085,482.802,13.716,1,loop,3,4,280,"['ada', 'dogs-no', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10034934,Park Avenue Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.62458, 'lng': -109.5997}",22.7364,2896.812,90.8304,1,out and back,3,4.5,279,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
10031102,Sand Dune Arch Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.76475, 'lng': -109.58348}",22.4857,482.802,32.9184,1,out and back,3,4.5,259,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'walking']",i
10259638,Arches National Park Driving Tour,Arches National Park,Moab,Utah,United States,"{'lat': 38.61587, 'lng': -109.61999}",20.8472,45544.322,937.8696,1,point to point,3,4.5,162,"['ada', 'cave', 'dogs-no', 'historic-site', 'kids', 'paved', 'views', 'waterfall']","['hiking', 'nature-trips', 'scenic-driving', 'walking']",i
10014115,White Rim Overlook Trail,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.32272, 'lng': -109.84955}",17.1986,2896.812,48.768,1,out and back,3,4.5,117,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i
10015395,Delicate Arch Viewpoint Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.73408, 'lng': -109.50124}",16.3645,1126.538,42.9768,1,out and back,3,3.5,209,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i
10257739,Pine Tree Arch Trail and Tunnel Arch Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.78292, 'lng': -109.59513}",16.1415,1448.406,57.912,1,out and back,2,4.5,155,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
10001249,Broken Arch Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.77321, 'lng': -109.58601}",15.5947,2735.878,50.9016,1,loop,2,4.5,108,"['dogs-no', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
10258757,Partition Arch Trail,Arches National Park,Moab,Utah,United States,"{'lat': 38.78296, 'lng': -109.59512}",14.2205,4506.152,142.9512,1,out and back,,4.5,33,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10015026,Murphy Point Trail,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.35504, 'lng': -109.8633}",11.8683,5471.756,44.8056,1,out and back,2,4,87,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10036942,Whale Rock Trail,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.42663, 'lng': -109.91392}",11.4216,1287.472,39.9288,1,out and back,3,4,82,"['dogs-no', 'kids', 'views']",['hiking'],i
10303786,Green River Great Overlook,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.37962, 'lng': -109.88818}",10.6675,321.868,1.8288,1,out and back,1,4.5,45,"['dogs-no', 'views']","['hiking', 'walking']",i
10268988,Fiery Furnace Viewpoint,Arches National Park,Moab,Utah,United States,"{'lat': 38.74248, 'lng': -109.56589}",10.5991,321.868,0.9144,1,out and back,2,4,61,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10253568,Tapestry Arch,Arches National Park,Moab,Utah,United States,"{'lat': 38.77438, 'lng': -109.5867}",10.3803,965.604,12.8016,1,out and back,2,4.5,34,"['dogs-no', 'kids']","['hiking', 'walking']",i
10304533,Shafer Canyon Overlook,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.45249, 'lng': -109.82012}",8.9737,482.802,13.716,1,out and back,3,4.5,38,"['dogs-no', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",i
10264088,Needles Overlook Trail,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.25988, 'lng': -109.69595}",6.9856,321.868,15.8496,1,loop,2,4.5,14,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i
10304056,Buck Canyon Overlook,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.34582, 'lng': -109.861}",6.6768,160.934,0,1,out and back,2,4,15,"['dogs-no', 'views', 'wildlife']","['birding', 'nature-trips', 'walking']",i
10331951,Shafer Trail and White Rim OHV Road,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.52363, 'lng': -109.65765}",5.1769,85295.02,1530.7056,1,out and back,2,4.5,7,"['river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'off-road-driving']",i
10029426,Murphy Hogback Trail,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.32324, 'lng': -109.90764}",5.0739,8368.568,72.8472,1,out and back,1,4.5,8,"['dogs-no', 'kids']",['hiking'],i
10351847,La Sal Mountains Viewpoint,Arches National Park,Moab,Utah,United States,"{'lat': 38.62643, 'lng': -109.59104}",4.4465,160.934,0.9144,1,loop,2,4,8,"['kids', 'views']","['hiking', 'nature-trips', 'walking']",i
10033858,Salt Valley OHV Road,Arches National Park,Moab,Utah,United States,"{'lat': 38.8919, 'lng': -109.80045}",4.2298,28163.45,167.9448,1,out and back,,3.5,12,"['dogs-no', 'views', 'wild-flowers']","['birding', 'mountain-biking', 'off-road-driving']",i
10018271,Chocolate Drops Trail,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.17149, 'lng': -110.01316}",4.0094,11748.182,176.784,1,out and back,1,4,2,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10359533,Zeus and Moses,Canyonlands National Park,Moab,Utah,United States,"{'lat': 38.47595, 'lng': -109.9204}",2.7756,2253.076,189.8904,1,out and back,1,5,4,"['kids', 'river', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
10457303,Sovereign OHV Loop,Arches National Park,Moab,Utah,United States,"{'lat': 38.71202, 'lng': -109.70002}",0.9388,16898.07,282.8544,1,loop,1,3,1,"['views', 'wildlife']","['birding', 'off-road-driving']",i
10398395,Tanque Verde Falls Beach,Saguaro National Park,Vail,Arizona,United States,"{'lat': 32.25798, 'lng': -110.65552}",4.8374,1287.472,29.8704,1,out and back,2,4,14,"['beach', 'dogs-leash', 'river', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
10300429,Ohio and Erie Canal Towpath from Ira Trailhead,Cuyahoga Valley National Park,Akron,Ohio,United States,"{'lat': 41.18411, 'lng': -81.58176}",7.2361,4988.954,12.8016,1,out and back,2,4.5,48,"['dogs-leash', 'forest', 'historic-site', 'kids', 'river', 'views']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
10026784,Alpine Lakes Trail,Great Basin National Park,Baker,Nevada,United States,"{'lat': 39.00984, 'lng': -114.30709}",12.5884,4345.218,142.9512,1,loop,2,4.5,83,"['dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10032993,Lehman Cave,Great Basin National Park,Baker,Nevada,United States,"{'lat': 39.00545, 'lng': -114.2195}",9.042,643.736,13.716,1,loop,3,4.5,42,"['cave', 'dogs-no', 'kids', 'partially-paved', 'views', 'wild-flowers']","['hiking', 'walking']",i
10258133,Wheeler Peak Scenic Drive,Great Basin National Park,Baker,Nevada,United States,"{'lat': 39.01006, 'lng': -114.20887}",7.1156,37497.622,1175.9184,1,out and back,2,4.5,20,"['ada', 'cave', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'scenic-driving', 'walking']",i
10236198,Sky Islands Forest Trail,Great Basin National Park,Baker,Nevada,United States,"{'lat': 39.01031, 'lng': -114.30696}",4.5588,482.802,5.7912,1,loop,1,4.5,9,"['ada', 'dogs-no', 'forest', 'kids', 'strollers', 'views']","['hiking', 'walking']",i
10026785,Osceola Ditch Intepretive Trail,Great Basin National Park,Baker,Nevada,United States,"{'lat': 39.02865, 'lng': -114.26691}",3.7984,4345.218,59.7408,1,out and back,1,4,10,"['dogs-no', 'forest', 'historic-site', 'kids', 'views', 'wildlife']","['hiking', 'walking']",i
10111533,Lehman Caves Visitor Center and Mountain View Nature Trail,Great Basin National Park,Baker,Nevada,United States,"{'lat': 39.00609, 'lng': -114.21966}",3.6251,643.736,12.8016,1,loop,1,3.5,6,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10303153,Sunset Point to Sunrise Point,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.62341, 'lng': -112.16738}",26.1533,1770.274,24.9936,1,out and back,2,4.5,288,"['dogs-leash', 'kids', 'paved', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10383798,Queen Victoria via Queen's Garden Loop,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.63051, 'lng': -112.16459}",23.8606,3379.614,123.7488,1,out and back,3,4.5,342,"['dogs-no', 'kids', 'views', 'wild-flowers']","['hiking', 'walking']",i
10235914,Tower Bridge Trail,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.63163, 'lng': -112.1647}",21.2201,5471.756,251.7648,1,out and back,2,4.5,199,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10015354,Bristlecone Loop Trail,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.47529, 'lng': -112.23953}",16.1923,1609.34,26.8224,1,loop,3,4,204,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",i
10279503,Bryce Point Trail,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.60419, 'lng': -112.15679}",15.9909,321.868,7.9248,1,out and back,3,4.5,131,"['ada', 'dogs-no', 'kids', 'paved', 'strollers', 'views', 'wildlife']","['birding', 'nature-trips', 'walking']",i
10287979,"Lower, Mid, and Upper Inspiration Points",Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.61496, 'lng': -112.17074}",12.1508,965.604,40.8432,1,out and back,2,4.5,73,"['kids', 'views']","['hiking', 'nature-trips', 'walking']",i
10288160,Yovimpa Point,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.47436, 'lng': -112.24033}",9.5029,482.802,1.8288,1,out and back,2,4,60,"['ada', 'dogs-no', 'forest', 'kids', 'partially-paved', 'strollers', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10305478,Paria View,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.59635, 'lng': -112.16967}",8.7535,482.802,23.7744,1,out and back,2,4,26,"['ada', 'dogs-no', 'kids', 'paved', 'strollers', 'views', 'wildlife']","['birding', 'nature-trips', 'walking']",i
10305480,"Rainbow Point, Yovimpa Point, and Bristlecone Loop",Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.47538, 'lng': -112.24024}",8.7201,2092.142,36.8808,1,loop,2,4,35,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10305479,Piracy Point,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.5449, 'lng': -112.24682}",6.7184,482.802,17.9832,1,out and back,1,4,25,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10004079,Whiteman Bench to Mud Canyon Spring,Bryce Canyon National Park,Bryce,Utah,United States,"{'lat': 37.56388, 'lng': -112.23901}",4.4141,2735.878,128.9304,1,out and back,1,4,5,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10004411,Howe Lake Trail,Glacier National Park,Coram,Montana,United States,"{'lat': 48.60919, 'lng': -114.02783}",5.0492,6920.162,131.9784,1,out and back,1,3.5,20,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'cross-country-skiing']",i
10028074,Cosby Self-Guided Nature Trail,Great Smoky Mountains National Park,Cosby,Tennessee,United States,"{'lat': 35.7559, 'lng': -83.2078}",7.2537,1770.274,47.8536,1,loop,2,4.5,30,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10030321,Bradley Fork Trail,Great Smoky Mountains National Park,Cosby,Tennessee,United States,"{'lat': 35.56287, 'lng': -83.31063}",4.8168,13357.522,260.9088,1,out and back,2,4,18,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
10035600,McDonald Creek Trail,Glacier National Park,Essex,Montana,United States,"{'lat': 48.63623, 'lng': -113.86793}",18.43,8046.7,64.9224,1,out and back,2,4.5,95,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
10034098,Johns Lake Loop,Glacier National Park,Essex,Montana,United States,"{'lat': 48.63552, 'lng': -113.86758}",14.6283,3057.746,55.7784,1,loop,,4,115,"['dogs-no', 'lake', 'kids', 'river', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'walking', 'horseback-riding']",i
10042208,Lake McDonald Trail,Glacier National Park,Essex,Montana,United States,"{'lat': 48.5525, 'lng': -113.98853}",9.863,22047.958,379.7808,1,out and back,2,3.5,39,"['beach', 'dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'nature-trips', 'walking']",i
10035982,Hoh Rain Forest Hall of Moss,Olympic National Park,Forks,Washington,United States,"{'lat': 47.86023, 'lng': -123.9345}",34.6194,1609.34,23.7744,1,loop,3,4.5,684,"['ada', 'dogs-no', 'forest', 'kids', 'partially-paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10027191,Ruby Beach,Olympic National Park,Forks,Washington,United States,"{'lat': 47.7097, 'lng': -124.41341}",25.9264,2253.076,20.7264,1,loop,3,4.5,260,"['beach', 'dogs-leash', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10258685,Spruce Nature Trail,Olympic National Park,Forks,Washington,United States,"{'lat': 47.86001, 'lng': -123.93459}",13.3006,2253.076,4.8768,1,loop,2,4,106,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10030059,Kalaloch to Browns Point Trail,Olympic National Park,Forks,Washington,United States,"{'lat': 47.60532, 'lng': -124.37168}",7.3384,9012.304,77.724,1,out and back,,4.5,15,"['beach', 'dogs-no', 'kids', 'river', 'views', 'wild-flowers']","['birding', 'camping', 'hiking', 'walking']",i
10004099,Beach Trail 2,Olympic National Park,Forks,Washington,United States,"{'lat': 47.56782, 'lng': -124.36173}",7.1076,5632.69,16.764,1,out and back,1,5,8,"['beach', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10037523,Kalaloch Nature Trail,Olympic National Park,Forks,Washington,United States,"{'lat': 47.61273, 'lng': -124.37558}",6.3912,3218.68,13.716,1,loop,2,4,20,"['beach', 'dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'nature-trips', 'walking']",i
10003085,Beach 1 Nature Trail,Olympic National Park,Forks,Washington,United States,"{'lat': 47.56765, 'lng': -124.36139}",5.4174,2735.878,10.9728,1,out and back,1,4.5,10,"['beach', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10235758,Oil City Trail,Olympic National Park,Forks,Washington,United States,"{'lat': 47.74944, 'lng': -124.41896}",4.12,2896.812,20.7264,1,out and back,1,4,8,"['beach', 'dogs-no', 'forest', 'kids', 'river', 'views']","['hiking', 'walking']",i
10541288,Hoh River Trail to Mineral Creek Falls,Olympic National Park,Forks,Washington,United States,"{'lat': 47.8601, 'lng': -123.93447}",0,8851.37,64.9224,1,out and back,3,4.5,75,"['dogs-no', 'forest', 'river', 'views', 'waterfall']","['hiking', 'nature-trips', 'walking']",i
10292490,Spruce Nature Trail and Hall of Mosses Loop,Olympic National Park,Joyce,Washington,United States,"{'lat': 47.8602, 'lng': -123.93449}",9.5826,3379.614,24.9936,1,loop,1,4.5,37,"['dogs-no', 'forest', 'kids', 'river', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10002446,Stony Man via Appalachian Trail,Shenandoah National Park,Luray,Virginia,United States,"{'lat': 38.59318, 'lng': -78.37599}",26.872,2414.01,97.8408,1,loop,3,4.5,467,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10006073,Limberlost Trail,Shenandoah National Park,Luray,Virginia,United States,"{'lat': 38.57993, 'lng': -78.38128}",12.1264,2092.142,29.8704,1,loop,2,4,112,"['ada', 'dogs-no', 'forest', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10032618,Skyline Drive: Thornton Gap to Swift Run Gap,Shenandoah National Park,Luray,Virginia,United States,"{'lat': 38.65984, 'lng': -78.32044}",5.2514,54395.692,1155.8016,1,point to point,,4.5,10,"['dogs-leash', 'forest', 'kids', 'views']","['nature-trips', 'road-biking', 'scenic-driving']",i
10028494,Mastodon Peak Loop Trail,Joshua Tree National Park,Mecca,California,United States,"{'lat': 33.73697, 'lng': -115.8107}",18.2913,3862.416,111.8616,1,loop,2,4.5,160,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
10259009,Cottonwood Spring Nature Trail,Joshua Tree National Park,Mecca,California,United States,"{'lat': 33.74456, 'lng': -115.81238}",8.5588,2414.01,54.864,1,loop,2,4,21,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
10026766,Moorten's Mill Trail,Joshua Tree National Park,Mecca,California,United States,"{'lat': 33.73692, 'lng': -115.81082}",3.94,1931.208,46.9392,1,out and back,2,1,2,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10259147,Sand Dunes via Mecca Dale Road,Joshua Tree National Park,Mecca,California,United States,"{'lat': 33.82806, 'lng': -115.75912}",3.1643,18507.41,22.86,1,point to point,1,4.5,2,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'scenic-driving', 'walking']",i
10038836,Shark Valley Trail,Everglades National Park,Miami,Florida,United States,"{'lat': 25.7567, 'lng': -80.76584}",13.6862,25427.572,6.7056,1,loop,3,4.5,150,"['ada', 'dogs-no', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'road-biking', 'trail-running', 'walking']",i
10034730,Biscayne National Park Walk,Biscayne National Park,Miami,Florida,United States,"{'lat': 25.53849, 'lng': -80.33091}",5.8949,15932.466,0.9144,1,out and back,1,4,16,"['beach', 'dogs-no', 'kids', 'paved', 'views', 'wildlife']","['birding', 'fishing', 'nature-trips', 'paddle-sports', 'road-biking', 'trail-running', 'walking', 'sea-kayaking', 'canoeing']",i
10013214,Bobcat Boardwalk Trail,Everglades National Park,Miami,Florida,United States,"{'lat': 25.75662, 'lng': -80.7661}",4.0845,643.736,0,1,loop,3,3,17,"['dogs-no', 'kids', 'views', 'wildlife']",['walking'],i
10008944,Taggart Lake Loop,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.69309, 'lng': -110.73286}",31.7082,6598.294,130.7592,1,loop,3,4.5,575,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'trail-running', 'horseback-riding']",i
10284058,Inspiration Point via Jenny Lake Boat Shuttle,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.767, 'lng': -110.74415}",18.7537,2896.812,124.968,1,out and back,3,4.5,173,"['dogs-no', 'lake', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
